user_id,top10_recommendations,groundtruth
5153,"[1270, 1198, 1196, 260, 296, 1136, 1208, 1394, 1197, 1240]","[1020, 346, 2750, 1395, 1196, 3543, 1207, 1136, 2194, 3359, 21, 848, 3507, 2259, 2268, 708, 3421, 1042, 1968, 1304, 1278, 905, 3769, 1923, 150, 1220]"
3283,"[260, 1198, 1136, 1197, 541, 1079, 1036, 1265, 858, 1291]","[2393, 235, 2997, 3682, 2872, 1356, 1197, 3114, 2046, 1206, 2921, 3420, 541, 260, 1209, 3175, 924, 2657, 32]"
2804,"[1198, 2571, 1240, 1291, 1270, 589, 1610, 480, 1, 2028]","[517, 914, 1291, 316, 648, 1198, 1438, 2628, 969, 2125, 1240, 1372, 15, 480, 153, 2353, 172, 1722]"
3615,"[1136, 923, 858, 1208, 1198, 1196, 541, 1247, 1197, 1221]","[2859, 2857, 1285, 1247, 2968, 235, 2677, 3007, 1254, 1223, 1196, 2804, 897]"
3074,"[2571, 1270, 1265, 356, 2396, 1240, 1704, 1036, 1097, 1393]","[3114, 1914, 3618, 357, 1240, 1500, 3147, 2355, 509, 858, 1265, 3623, 2671, 2436, 2396]"
4856,"[923, 750, 908, 858, 1208, 1136, 1952, 1084, 1288, 924]","[2859, 1148, 2732, 2726, 3783, 926, 162, 3019, 1169, 2761]"
1094,"[1198, 260, 296, 2028, 1270, 1265, 1307, 1097, 1393, 1197]","[1276, 1197, 1333, 3418, 839, 539, 3061, 3098, 1207, 50, 2144, 1960]"
960,"[318, 50, 527, 2762, 260, 858, 1196, 1198, 1265, 2571]","[1094, 480, 2857, 1393, 2028, 2730, 527, 858, 2539, 492, 2442]"
2575,"[2571, 260, 589, 1210, 593, 480, 2194, 1270, 318, 1197]","[1321, 1959, 2805, 2414, 2961, 2702, 70, 2278, 1197, 3354, 589, 2571, 329, 2959, 3005, 2997]"
1271,"[1196, 1265, 1198, 1307, 1197, 318, 2918, 296, 593, 1079]","[2750, 661, 1197, 46, 1449, 150, 3114, 1968, 2294, 3510, 1747, 3354, 708, 2797, 1028, 3751, 2677, 2355, 11, 107, 2193, 1015, 1547, 1307]"
5516,"[1270, 1307, 1196, 1197, 260, 593, 1265, 1036, 1097, 296]","[1914, 516, 3176, 1307, 1271, 3555, 1552, 3408, 3317, 2583, 590, 2001, 3072, 2353, 314, 3510, 1049, 1892, 3078]"
934,"[1198, 260, 1265, 527, 296, 2762, 2571, 1197, 2918, 2028]","[141, 590, 322, 356, 2406, 2463, 1293, 539, 3255, 1257, 2770, 1148, 3258, 2028, 1197, 2918, 1188]"
2002,"[1136, 1394, 923, 1230, 750, 1288, 1270, 2797, 858, 260]","[908, 3363, 3262, 50, 357, 1212, 924, 2940, 2110, 3364, 951, 260, 1230, 532]"
4203,"[296, 593, 260, 50, 2571, 858, 1270, 1197, 1036, 2918]","[104, 260, 3147, 593, 999, 539, 223, 1302, 1210, 1228, 356, 2268, 50, 2418, 296]"
3981,"[1136, 527, 1270, 1097, 296, 1307, 1197, 1, 1304, 908]","[11, 1188, 950, 3359, 1041, 317, 3634, 954, 164, 3258, 1210, 1207]"
2162,"[1196, 1270, 1198, 1197, 2918, 318, 2571, 1210, 2028, 1036]","[720, 1198, 3255, 1961, 1196, 562, 1246, 2144, 1947, 2918, 104, 1210]"
4718,"[1198, 2797, 1307, 2918, 1240, 1291, 318, 356, 1079, 589]","[356, 1220, 500, 2791, 1198, 313, 1079, 2083, 2797, 914, 1148, 899]"
3837,"[296, 260, 1196, 2918, 1197, 1394, 1265, 2028, 1097, 1307]","[3203, 2109, 1321, 1230, 1394, 3809, 508, 1090, 2973, 1125, 307, 1952, 223, 1188, 1235, 3098, 2248, 2788, 21, 3186]"
1996,"[1198, 2571, 1270, 1197, 1291, 296, 1610, 1387, 480, 527]","[2872, 2571, 3256, 1198, 3635, 349, 2, 1953, 3147, 480, 1278, 1835, 1375, 2174, 2470, 1356, 1221, 3363, 786, 1291]"
5080,"[1270, 260, 1196, 1198, 1097, 1197, 1, 1265, 2571, 318]","[3552, 3102, 3763, 3585, 3771, 3147, 2181, 2002, 3081, 3653]"
3339,"[593, 1198, 1196, 1136, 260, 1307, 527, 2762, 1968, 1]","[1210, 3499, 678, 593, 1089, 1193, 1196, 1968, 3176, 527, 1307, 2959, 2804]"
78,"[1307, 1197, 1270, 296, 2997, 318, 1136, 260, 593, 1079]","[3159, 1024, 298, 551, 1747, 914, 2355, 3549, 562, 1449, 235, 2596, 3255]"
2472,"[593, 318, 2918, 1197, 1240, 1265, 527, 2571, 2791, 1036]","[3210, 1221, 1997, 141, 1204, 1265, 318, 21, 3135, 2791, 1135, 593, 1193, 2301, 3052, 3396, 2144, 1517]"
1865,"[318, 296, 1265, 1198, 1307, 1197, 1270, 2571, 1393, 2028]","[3484, 3556, 3044, 523, 21, 306, 2581, 3915, 1354, 1361, 2442, 150, 3943, 3606, 162, 1057, 2390, 514, 3911, 2571, 3861, 2883, 2028, 902, 3623]"
5526,"[923, 1208, 296, 593, 1247, 750, 1221, 1193, 1952, 318]","[1719, 3201, 2243, 2132, 3363, 3169, 3543, 3038, 2019, 1953, 1276, 1193, 1913, 923, 1247, 509, 3763, 1221, 3735, 1183, 824, 2932, 296, 532, 3445, 1096, 2912, 3683, 1208, 535, 3789, 3196]"
4729,"[318, 296, 593, 1393, 527, 356, 2762, 1270, 2918, 1196]","[1961, 356, 17, 2076, 647, 2302, 1094, 2485, 2352, 1957, 2268, 3684, 3424, 1552, 3176, 3418, 2272, 3006, 3448, 1624, 249, 3649, 535, 2391, 318, 2762, 2180, 3361, 2243, 3060, 1302]"
3921,"[527, 2571, 1196, 1198, 260, 1393, 1270, 590, 1923, 2268]","[1095, 1393, 1923, 104, 1517, 1089, 3259, 246, 441, 2395]"
5726,"[1198, 1387, 1270, 1291, 1210, 2571, 318, 296, 2918, 3471]","[1204, 2023, 3072, 516, 2278, 3062, 2670, 1210, 3628, 2106, 2001, 3049, 1262, 1198, 3361]"
3475,"[296, 1198, 260, 1265, 1270, 1197, 1358, 1240, 2797, 1036]","[2712, 2671, 3763, 2396, 508, 260, 3317, 2997, 524, 2347, 2231, 1204, 2797, 3543, 2501, 1897, 3526, 1358, 296, 3783, 307, 509, 1089, 1263, 3468, 352, 1265, 2340, 3147, 1299]"
3125,"[1198, 2571, 2028, 1036, 1197, 1210, 527, 2918, 1291, 50]","[2394, 3510, 2268, 3114, 357, 21, 707, 329, 1210, 2948, 458, 50, 2628, 410, 628, 2571, 1036, 3102, 3861, 647, 2393, 1198, 527, 1302, 300, 10, 2396, 1370, 1693, 1466]"
75,"[260, 1270, 1198, 1197, 1291, 2797, 2762, 356, 1240, 589]","[2846, 801, 631, 2082, 1713, 2124, 13, 671, 1517, 673, 551, 3157, 2141, 2394, 1923, 2828, 577]"
1586,"[1240, 1097, 1278, 1304, 1387, 1036, 1265, 1291, 318, 2918]","[2944, 1089, 1387, 2144, 1097, 1230, 3208, 2080, 568, 235, 1304, 3421, 1221, 1064, 1240, 3499, 2791, 905, 3060, 348, 551, 2699, 3675, 745, 1278, 1263, 1291, 1953, 2993, 3811, 3256, 11, 3608, 2138, 3114, 2750, 3629, 1641, 1036, 2108, 2005, 357, 661, 1610, 1249, 3467]"
3669,"[1196, 1240, 296, 1291, 356, 1265, 1136, 2194, 1704, 2797]","[1220, 1291, 253, 2474, 1517, 3450, 1246, 296, 2712, 1148, 524, 358, 3210, 1663, 852, 1196, 3555, 2194, 1997, 1461, 1290, 3361, 3363, 2231, 3499, 2058, 3408, 3020]"
385,"[1240, 1210, 589, 318, 2762, 1, 1610, 1097, 527, 356]","[1240, 3175, 1, 2918, 39, 1678, 2924, 2353, 1097, 2248, 517, 123, 2762]"
136,"[1136, 296, 1079, 1196, 1394, 260, 2918, 1270, 593, 1197]","[922, 3499, 3608, 14, 265, 858, 1517, 1464, 2311, 272, 532, 348, 2046, 1033, 1230, 1449, 923, 778, 1997, 818, 2038]"
3512,"[1198, 1270, 593, 1, 527, 1036, 858, 2000, 480, 1307]","[750, 1270, 2686, 529, 1036, 1079, 3108, 1217, 2140, 1686, 2123, 1302, 1198, 3114, 1446, 147, 1249, 661, 3624, 648, 3183, 3105, 1037, 60, 3897]"
2372,"[296, 1704, 527, 2762, 1393, 2396, 50, 1265, 356, 1]","[527, 3072, 11, 144, 2390, 2396, 1393, 3100, 2359, 3101, 357, 17, 150]"
1472,"[260, 1240, 1210, 589, 1270, 1197, 1387, 593, 541, 2406]","[3675, 3020, 1876, 3082, 1221, 1090, 3062, 1387, 1197, 923, 3267, 3624, 3452, 3807, 2174, 551]"
4193,"[1196, 1240, 1136, 1270, 1036, 593, 1208, 1197, 1387, 2571]","[3361, 541, 590, 954, 1254, 527, 969, 2463, 3836, 3682, 1291, 32, 1036, 2027, 2105, 1894, 2193, 3471, 266, 1007, 1197, 593, 2956, 288, 2116, 1837]"
5905,"[1270, 1198, 1240, 1136, 1197, 2918, 2571, 1265, 3471, 2797]","[435, 2174, 2365, 2311, 3040, 2668, 2747, 21, 344, 784, 1391]"
4364,"[1198, 2571, 1240, 1270, 589, 1097, 480, 1036, 2000, 1136]","[3809, 1198, 349, 480, 3793, 1261, 2373, 2021, 1130, 1371, 1591]"
3110,"[750, 1196, 1208, 1221, 296, 924, 593, 1197, 527, 50]","[3683, 1610, 647, 50, 1208, 2064, 3281, 1280, 3702, 3424, 2028, 527, 1953, 1572, 1221, 3175, 750, 1228, 924, 3066, 920, 922, 306, 2947, 1885, 1197, 1303, 357]"
4478,"[1240, 1036, 2762, 2028, 1097, 1291, 527, 1394, 2791, 750]","[2683, 1610, 1527, 1204, 429, 1377, 1295, 1125, 3635, 1148, 1302, 3448, 2355, 1961, 2371, 663, 32, 543, 1291, 2949, 1103, 3334, 2426]"
5056,"[1270, 1196, 1198, 2918, 1, 2797, 1097, 1240, 1278, 2571]","[955, 1042, 1020, 2797, 1270, 2000, 1196, 2571, 160, 3375, 2054, 3061, 3396, 2581, 2009]"
4079,"[1198, 260, 1196, 1240, 1270, 1036, 3471, 1387, 858, 2000]","[577, 436, 3638, 370, 3682, 3769, 1135, 1610, 1090, 1968, 908, 2109, 3204, 2983, 1953, 858, 3196, 241, 3342, 3111, 653, 3062, 2470, 2524, 3363, 3639, 3450, 1221, 1937]"
2583,"[1240, 1036, 2571, 589, 1610, 1197, 2028, 2194, 1220, 2797]","[858, 2513, 1258, 3671, 3362, 1370, 3675, 3639, 1717, 1321, 3098, 2951, 1036, 1011, 1333, 3082, 1592, 3274, 3508, 1012, 1206, 1092, 1130, 2194, 589, 253, 1025, 1240, 2762, 2991, 60, 1610, 1970, 1220, 2099, 593]"
3259,"[1196, 296, 1240, 1265, 1036, 2797, 2028, 356, 858, 3471]","[2333, 3033, 112, 1095, 431, 2693, 1278, 2028, 555, 778, 2005, 858, 969, 1265, 292, 471, 3108, 920, 538, 1641, 107, 2084, 356, 2, 3911, 1246, 2355, 1196]"
5837,"[1196, 318, 1210, 356, 1197, 1, 1097, 527, 1393, 2797]","[2001, 1047, 3005, 2467, 3263, 548, 196, 356, 2474, 208, 2006, 1968, 1246, 157, 2144, 1210, 924, 541, 3219, 316, 2387, 1422, 475, 1304, 3259, 3020, 2409, 3555, 1711, 3062, 318, 1722, 3102, 2949, 2944, 515, 2174, 1393, 2699, 2921, 1258, 3045, 616, 150, 168, 1862, 415]"
3971,"[318, 2918, 1923, 1393, 50, 1196, 2571, 1198, 527, 260]","[150, 318, 1682, 62, 1380, 3044, 508, 590, 3051, 1923, 2797, 1678, 2391, 1961, 2918, 2432, 2134, 2567, 435, 2057, 218, 3793, 2248, 3450, 3911, 2712, 1257, 1358, 333, 3274]"
5185,"[1198, 1097, 260, 1196, 858, 1307, 1136, 296, 3471, 2918]","[923, 2433, 2870, 404, 2123, 1036, 969, 3362, 1097, 1008]"
3054,"[858, 1136, 1196, 1198, 1193, 50, 908, 1221, 2997, 1265]","[1221, 2575, 1103, 1961, 1175, 1193, 3408, 1897, 728, 924, 3163, 858, 908, 922, 162, 1719, 1204, 778, 2997, 1354, 1254, 1228, 2964, 3418, 1211, 1635, 3201, 2357, 2303]"
4388,"[1240, 2571, 1197, 593, 2918, 480, 590, 1387, 527, 2797]","[2108, 628, 1513, 2236, 2948, 2993, 3408, 848, 3388, 1271, 3624, 3020, 50, 204, 2431, 2410, 517, 1465, 539, 1304, 2734, 1680, 2501, 3468, 2353, 1810, 2409, 2805, 1372, 1641, 1777, 480, 3671, 2082, 3740, 2115, 2312, 3159, 1037, 2803, 3256, 230, 2231, 786, 648, 1193, 1375, 2571, 2961]"
3044,"[1196, 356, 1291, 593, 2000, 1097, 2028, 1, 1265, 2918]","[2046, 524, 150, 2000, 1097, 3675, 849, 553, 2002, 597, 2291, 1091, 1012, 3176, 3444, 500, 3508, 2476, 1485, 3203, 1717, 3361, 616, 376, 2470, 3247, 1370, 356, 292]"
4279,"[2571, 1210, 1220, 2028, 1097, 2918, 296, 541, 3471, 2791]","[3264, 1371, 1500, 2527, 1769, 2248, 2476, 3036, 1756, 3081, 891, 2710, 2789, 555, 1370, 441, 3256, 2193, 1918, 750, 2793, 3339, 1258, 565, 610, 1785, 2005]"
3827,"[1196, 1198, 1240, 1610, 1210, 1036, 1291, 1270, 1197, 2000]","[1092, 1610, 3236, 2401, 349, 1711, 2, 1422, 3671, 1370, 208, 10, 1466, 1379, 1552]"
727,"[296, 1198, 1136, 260, 2918, 1196, 1097, 858, 1394, 2396]","[3819, 428, 3020, 3811, 150, 529, 1084, 3361, 914, 1393, 2996, 11, 2028, 858, 898, 954, 3105, 2918, 1777, 3188]"
3371,"[1136, 1198, 260, 593, 318, 1394, 527, 50, 1265, 1079]","[1094, 1265, 1237, 1945, 3176, 2863, 1354, 260, 1730, 527, 3152, 1293, 1500, 321, 2022, 2303, 1096, 162, 1356, 1694, 50, 562, 1198, 2762, 1217, 535, 509, 908, 2997]"
5293,"[1196, 260, 2571, 593, 318, 296, 589, 1210, 1136, 527]","[2959, 3105, 527, 1231, 1196, 2791, 296, 318, 3635, 2359]"
5893,"[1136, 1394, 1079, 235, 296, 2997, 1197, 2791, 1307, 1080]","[1238, 2243, 1449, 1080, 1223, 3424, 1542, 1148, 1276, 1285, 2064, 1711]"
396,"[318, 1265, 296, 260, 1197, 1196, 1394, 858, 50, 1]","[2997, 1304, 318, 1220, 1197, 1196, 3347, 3175, 1276, 898, 3255, 902, 2502, 3108, 1230, 252, 1904]"
3681,"[1198, 318, 593, 2028, 1197, 589, 1097, 480, 1136, 1307]","[480, 3421, 1722, 1136, 10, 2433, 1356, 3169, 2717, 590, 1431, 1970, 1918, 555, 2340, 1304, 541, 2513, 593, 3471, 3536, 544, 3186, 2797, 1095, 784, 3624, 2944, 1690, 1272, 494, 3755, 1198, 1221, 3253, 3704, 3608, 172, 1394, 1097, 3262, 3053, 1254, 3274, 2231, 2875, 2302, 3526, 3702, 173, 216, 1090, 3499, 1686, 2028, 2796, 1590, 318, 3078, 2997, 1231]"
6002,"[1198, 1196, 1136, 1193, 908, 1270, 2028, 1394, 50, 1079]","[1193, 1270, 2395, 1946, 3093, 2750, 3735, 1935, 1172, 3811, 2285, 3062, 1293, 1945, 246, 969, 3421, 2971, 1090, 2669, 3072, 1147, 2948, 2972, 2117, 1228, 2028, 589, 3186, 480]"
3112,"[1196, 296, 260, 318, 1198, 593, 2762, 1136, 1240, 1265]","[2005, 58, 2268, 2064, 318, 3512, 2762, 306, 3677, 357, 1265, 2628, 2161]"
5517,"[1208, 1221, 969, 1953, 924, 260, 1204, 3363, 1228, 541]","[920, 3201, 3030, 3733, 3629, 1964, 3618, 969, 1924, 2204, 943, 668, 1162, 1204, 1262, 2731, 1936, 1131, 1221, 3551, 1281, 2351, 1132, 2935, 1228, 955, 3735, 1254, 265, 1096, 3683, 2973, 1944, 3334]"
1666,"[1196, 50, 2762, 1704, 1270, 1197, 1610, 1097, 2918, 1291]","[2115, 3468, 1704, 1639, 1804, 2793, 216, 50, 1092, 3527, 2194, 3219, 3528, 357, 1245, 2951, 3129, 480, 2329, 3260, 1317, 802, 1892, 5]"
5648,"[1196, 2028, 1197, 318, 2000, 2762, 1, 1610, 1265, 296]","[2028, 2707, 1196, 1197, 648, 2268, 380, 2000, 2762, 2961, 2115]"
161,"[858, 593, 527, 260, 1193, 50, 1265, 1079, 1307, 1221]","[728, 17, 246, 260, 2819, 1188, 527, 2966, 3200, 3163, 2360, 3897, 541, 2973, 2068, 1263, 1094, 1965, 3685, 3077, 1939, 515, 1307, 1238, 1265, 3418, 3860, 1273, 1446, 2359]"
5086,"[858, 296, 1197, 1270, 1240, 1265, 750, 1307, 1394, 1247]","[3072, 898, 2186, 1254, 2973, 3507, 541, 858, 1222, 3543, 3196, 562, 3671, 1079, 902]"
5322,"[260, 1197, 1198, 1196, 1270, 1265, 2571, 2918, 296, 593]","[112, 3185, 1148, 2000, 745, 2762, 1610, 265, 2978, 2406, 3418, 2626, 908, 2005, 3751]"
1141,"[1198, 296, 1265, 2571, 1097, 1240, 527, 2797, 1307, 3471]","[3446, 1240, 661, 2150, 2571, 1449, 1285, 926, 1704, 1031, 1500, 2788, 951, 2105, 3512, 150, 1680, 3599, 943, 348, 2355, 935, 1226, 1036, 2724, 2501, 2049, 1198, 480, 337, 1188, 1265, 2891, 492, 62]"
5857,"[1198, 1270, 2571, 1197, 1240, 1291, 1, 1036, 318, 593]","[1704, 2011, 1727, 1682, 1028, 318, 2571, 1641, 1247, 1207, 1197, 1302, 471]"
970,"[1036, 1270, 260, 1291, 1210, 318, 2028, 593, 1610, 1307]","[2989, 2541, 3552, 707, 3081, 1036, 3418, 50, 207, 1644, 1835, 2739, 2961, 1079, 1441, 1049, 998, 1228, 3249, 3623, 1876, 3448, 380, 3111, 593, 1210, 480, 3354, 1544, 3256, 1610, 1892, 2028, 3225]"
3790,"[1198, 296, 858, 1079, 1208, 1278, 1270, 593, 2997, 50]","[32, 1223, 1546, 3019, 1211, 1230, 745, 29, 39, 1245, 2282, 1215, 2527, 2571]"
270,"[260, 1240, 2028, 296, 318, 1270, 527, 1036, 1136, 1221]","[2951, 3654, 2762, 1221, 2657, 260, 1094, 924, 1291, 3186, 750, 1304, 3174]"
4566,"[1196, 260, 1198, 1197, 1240, 1, 1210, 2797, 1036, 1291]","[3175, 2262, 1395, 1968, 13, 1573, 198, 3623, 2174, 541, 2469]"
3195,"[593, 1270, 1036, 1197, 2028, 2918, 1097, 1291, 858, 589]","[2918, 2109, 2174, 858, 1961, 1197, 2028, 3033, 104, 1080, 1682, 2959, 593, 1285, 2762, 3793, 2402, 3040]"
1186,"[1136, 1240, 1198, 1387, 750, 1270, 3471, 858, 1197, 1097]","[3032, 2530, 1387, 955, 1240, 1261, 1168, 1136, 1924, 2872, 1220, 1089, 3747]"
5705,"[1, 1196, 1198, 1270, 260, 318, 1265, 2762, 1210, 296]","[661, 1049, 1517, 3396, 543, 2396, 1148, 1393, 1, 2, 709]"
4309,"[2762, 593, 296, 1198, 1196, 1704, 589, 1393, 50, 260]","[2826, 2006, 2023, 2272, 1358, 539, 2541, 2707, 83, 3301]"
3266,"[296, 858, 260, 50, 2997, 1136, 1193, 1208, 2028, 1247]","[920, 1136, 50, 2070, 233, 1230, 2692, 3201, 2028, 1387, 2973, 3185, 3418, 3006, 2702, 2598, 1678, 1545, 1247, 2997, 1635]"
1607,"[858, 296, 593, 923, 750, 1193, 1247, 50, 527, 1196]","[3175, 296, 1303, 3093, 3516, 2467, 1964, 1096, 2959, 1093]"
712,"[2571, 1240, 1210, 1197, 1291, 1097, 1136, 541, 1265, 32]","[671, 3444, 2872, 923, 1220, 2581, 2395, 2571, 1276, 2710, 493, 610, 3499, 3175, 3703]"
5394,"[1198, 2571, 1270, 527, 1394, 1240, 1307, 1079, 2396, 1097]","[3911, 348, 1080, 1358, 1250, 2571, 2352, 3127, 223, 1722, 2302, 1186, 2396, 1222, 1865, 2151, 112, 3176, 851, 1673, 1249, 1230, 344, 1270, 21, 1810, 1278, 2337, 3868, 3897, 3448, 141, 3147, 1295, 728, 492, 1212, 1262, 3408, 2076, 899, 2021, 1845, 3066, 1449, 316, 2329, 3893]"
5426,"[2571, 1291, 356, 260, 1210, 2918, 2194, 1097, 1, 1197]","[1097, 1291, 380, 2371, 356, 3210, 2294, 3646, 1210, 1246, 3361, 2683, 1459, 3555, 2054, 2403, 1092, 2571]"
974,"[1197, 1270, 1036, 1210, 2571, 1136, 589, 2028, 1097, 1387]","[298, 1923, 1270, 1148, 1230, 589, 1210, 3159, 1204, 1197]"
1116,"[2791, 296, 1198, 1278, 260, 1196, 1, 1080, 2797, 3361]","[2108, 1196, 2355, 223, 1663, 574, 2395, 1968, 2248, 1198, 1885, 2144, 1172, 898, 2788, 1]"
3532,"[318, 593, 1704, 356, 1265, 1393, 2396, 2571, 1198, 1196]","[2006, 1198, 3897, 1092, 1923, 1485, 1393, 2302, 3147, 300, 2396, 3499, 1188, 3614, 2294, 593]"
2468,"[1210, 1270, 593, 1097, 296, 2762, 1, 480, 2000, 541]","[590, 1193, 3259, 1380, 1210, 593, 272, 2116, 480, 2109, 2115]"
4354,"[1036, 2571, 2194, 593, 1394, 1221, 2791, 318, 1307, 924]","[1394, 1262, 3552, 2531, 2791, 3433, 1301, 2870, 3014, 2944, 1747, 2194, 3417, 1449, 3467, 3450, 3605, 3365, 1288, 2150, 1372, 2951, 2683, 2513, 2002, 2401, 2302, 2399, 2476, 2747, 2734, 3681, 3628, 1228, 2121, 438, 1036, 2015, 2108, 357, 63, 235]"
5225,"[2571, 1136, 1198, 593, 50, 1240, 1270, 2762, 318, 1210]","[2693, 1079, 2918, 1080, 1924, 648, 2571, 3660, 2968, 1641, 3108, 2396, 372, 2355, 3396, 1136, 3661, 3663, 3253, 2278]"
3762,"[1196, 750, 858, 1198, 593, 3471, 2571, 1097, 1036, 1208]","[2637, 373, 3703, 2279, 2554, 1069, 1997, 3334, 593, 2657, 2663, 858, 3706, 3702, 1196, 1258, 1544]"
3363,"[318, 1, 1393, 1198, 593, 2797, 1196, 1097, 296, 260]","[1923, 3100, 11, 1711, 1271, 1835, 287, 1043, 3108, 3552, 2297, 21, 2406, 3526, 232, 2340, 728, 1223, 1028, 318, 3528, 1885, 1894, 105, 2125]"
5488,"[318, 593, 1198, 1197, 2762, 1097, 1265, 1136, 1240, 2028]","[3176, 2819, 541, 1377, 3108, 1028, 581, 2140, 3095, 1246, 1947, 1921, 380, 3159, 2762, 2021, 1291, 2194, 858, 2395, 593]"
4472,"[1196, 260, 1291, 1210, 589, 2028, 1097, 2194, 1387, 1197]","[1307, 2194, 1196, 2023, 11, 1043, 3527, 2991, 1952, 589, 553, 2054, 2268, 914, 3805, 1727, 381, 249, 1387, 1265, 208, 2352, 3100, 2404, 2724, 2353, 2376]"
4183,"[2571, 260, 593, 50, 2028, 2762, 1210, 1270, 858, 1291]","[1089, 1370, 2353, 593, 450, 2722, 1095, 1527, 451, 778, 2413, 300, 2598, 1693, 3053, 858]"
2221,"[296, 260, 1198, 1240, 2028, 32, 1197, 2997, 1097, 1]","[1240, 32, 2311, 2393, 2359, 2692, 300, 296, 1544, 3175, 85, 17, 1249, 1729]"
2859,"[1196, 260, 318, 593, 2571, 1197, 1, 527, 2762, 1210]","[3408, 1500, 150, 25, 356, 527, 750, 2115, 1834, 1190, 2502, 3882, 1, 556, 1291]"
2825,"[50, 527, 1208, 235, 2997, 750, 1358, 1193, 1394, 1265]","[3730, 2972, 3077, 247, 2248, 123, 2028, 503, 3067, 2702, 1836, 3897, 538, 1185, 750, 1208, 1701, 1193, 233, 1682, 1895, 3859, 2540, 372]"
5568,"[1240, 1198, 260, 2000, 1610, 380, 1097, 1, 2028, 2918]","[553, 3661, 2174, 329, 380, 1037, 2291, 648, 1136, 260, 464, 799, 1591, 3639, 3033, 3439, 1240, 2080, 1198, 507, 2003, 2898, 2115, 2470, 153, 2005, 1644]"
58,"[2571, 1197, 296, 541, 1036, 1291, 1265, 1387, 50, 1]","[2105, 3260, 2396, 1247, 2571, 1690, 1639, 3083, 2959, 562, 671, 2991, 1103, 3927, 1466, 2076, 3153, 1197, 3098, 1527, 1641, 3635, 610, 1250, 39, 1090, 541, 969, 2947, 661, 296, 2348, 29, 32, 2184, 2791, 2912, 3893, 3175, 3740, 1387]"
3020,"[923, 527, 296, 908, 750, 1208, 1136, 260, 1198, 1304]","[973, 2859, 3363, 3334, 2732, 3730, 2689, 908, 2935, 1231, 969, 2028, 923]"
1605,"[296, 1, 1265, 260, 1197, 2918, 2028, 1136, 590, 1291]","[182, 2696, 3210, 2803, 1280, 276, 1188, 218, 1135, 1265, 955, 2154, 2889, 1413, 905, 1197, 3624, 2054, 520, 899, 2436, 1477, 3418, 1041, 2340, 2115, 801, 509, 1, 1888, 3893, 1047, 2918, 1012, 1380, 3060, 246, 161, 260, 2139, 1777, 3111, 778, 1816]"
5418,"[1198, 1196, 1136, 1, 2918, 1240, 858, 1394, 2571, 1307]","[3397, 1094, 1210, 2804, 2797, 1196, 235, 176, 2115, 1, 527, 3081, 1198, 1947, 1090, 551, 1517, 3521, 1240, 39, 1394, 162]"
4381,"[593, 1270, 750, 1208, 1221, 2918, 2028, 1387, 2762, 1097]","[2395, 2791, 3633, 2194, 3366, 3091, 1639, 3318, 2268, 543, 1221, 3062, 2947, 1210, 1594, 446, 2944, 2762, 357, 2993, 32, 2826, 1968, 2804, 2144, 954, 1291, 611, 3176, 2028]"
5976,"[593, 527, 1198, 1704, 50, 1307, 260, 1136, 2918, 1097]","[2908, 1648, 1883, 1261, 1246, 1729, 2071, 232, 1190, 1192, 527, 2348, 1280]"
4222,"[1196, 1198, 1270, 858, 1240, 593, 1197, 3471, 1210, 1291]","[2174, 3471, 2021, 1208, 858, 1196, 2028, 1299, 2804, 908]"
3958,"[1198, 260, 1270, 2571, 1036, 1291, 1240, 1210, 2028, 1610]","[39, 1094, 597, 2804, 3431, 1265, 1028, 2369, 1271, 62, 318, 317]"
1716,"[318, 527, 1196, 296, 2028, 1198, 260, 1197, 150, 1307]","[321, 1680, 3893, 2294, 2496, 2908, 32, 2011, 1446, 318, 1527, 527, 3418, 3083, 150, 1895]"
3493,"[1198, 1196, 1240, 1036, 858, 1210, 1197, 2194, 589, 1136]","[1210, 1196, 1198, 356, 2470, 2948, 2951, 908, 3654, 3639, 3836, 1222, 3256, 1036]"
4457,"[1198, 1208, 1136, 527, 318, 1387, 2028, 1394, 1278, 1079]","[3811, 3203, 527, 1272, 164, 1084, 2968, 2921, 1212, 3737, 1358, 1050, 3735, 2248, 3683, 951, 318, 1210, 1208, 1953, 2028]"
4186,"[1197, 593, 2571, 1240, 1097, 50, 1, 1210, 1307, 1036]","[1207, 590, 2554, 1222, 908, 3685, 3501, 954, 950, 905, 2006, 1179, 1250, 3101, 1372, 141, 3052, 1187, 1301, 589, 3334, 2015, 50, 1206]"
1916,"[923, 296, 593, 1193, 1230, 1196, 908, 1084, 1394, 50]","[2972, 639, 3929, 2759, 1084, 1250, 3819, 1207, 3100, 2236, 3421, 2948, 1304, 1921, 3072, 1254, 348, 1147, 1204, 3095, 3801, 2750, 1358, 1939, 602, 1206, 3359, 318, 2852, 2971, 2442, 2070, 1394, 2396, 1701, 2019, 1240, 1904, 1228, 1639, 1193, 1946, 2988, 1186]"
3123,"[2571, 1240, 1198, 589, 1270, 2762, 32, 1197, 1036, 1291]","[2997, 3658, 2840, 2762, 1270, 1240, 1301, 32, 589, 3176, 3175, 2433, 2311, 2598]"
4152,"[1221, 593, 750, 318, 1278, 1270, 527, 1240, 1197, 50]","[3334, 1209, 1197, 2352, 2870, 3105, 1276, 162, 1221, 2329, 951]"
