user_id,history,candidates,ground_truth
1890,"Movie 527: Schindler's List (Genres: Drama, History, War; Language: en; Overview: Oskar Schindler saved over a thousand Jewish lives in WWII.),Movie 568: Bhaji on the Beach (Genres: Comedy, Drama; Language: en; Overview: Indian women from Birmingham travel together to Blackpool beach resort.),Movie 1272: Patton (Genres: Drama, History, War; Language: en; Overview: ""Patton"" depicts the general's WWII exploits and personal flaws.),Movie 1953: The French Connection (Genres: Action, Crime, Thriller; Language: en; Overview: Detective Doyle pursues a French dealer linked to heroin smuggling.),Movie 2355: A Bug's Life (Genres: Adventure, Animation, Comedy, Family; Language: en; Overview: Ant Flik recruits warrior bugs to protect colony from grasshoppers.),Movie 3129: Sweet and Lowdown (Genres: Comedy, Drama; Language: en; Overview: Comedic biopic about Emmett Ray, a flawed genius jazz guitarist.),Movie 3175: Galaxy Quest (Genres: Comedy, Family, Science Fiction; Language: en; Overview: 1970s sci-fi stars help aliens against oppressive regime in space.),Movie 3700: The Brother from Another Planet (Genres: Comedy, Drama, Science Fiction; Language: en; Overview: Alien slave crashes in NYC, pursued by bounty hunters; immigrant parallels.),Movie 3735: Serpico (Genres: Crime, Drama, History; Language: en; Overview: Honest NYC cop battles corruption within a flawed system.),Movie 3893: Nurse Betty (Genres: Comedy, Crime, Thriller; Language: en; Overview: Betty lives in an alternate reality, embracing imaginary love.)",,
1891,"Movie 527: Schindler's List (Genres: Drama, History, War; Language: en; Overview: Oskar Schindler saved over a thousand Jewish lives in WWII.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 2021: Dune (Genres: Action, Science Fiction, Adventure; Language: en; Overview: War for Dune's Spice leads to betrayal and power struggles.),Movie 2355: A Bug's Life (Genres: Adventure, Animation, Comedy, Family; Language: en; Overview: Ant Flik recruits warrior bugs to protect colony from grasshoppers.),Movie 2683: Austin Powers: The Spy Who Shagged Me (Genres: Adventure, Comedy, Crime, Science Fiction; Language: en; Overview: Austin Powers travels to the '60s to stop Dr. Evil.),Movie 2712: Eyes Wide Shut (Genres: Mystery, Drama; Language: en; Overview: Dr. Bill explores erotic fantasies, joining an overwhelming underground group.),Movie 3175: Galaxy Quest (Genres: Comedy, Family, Science Fiction; Language: en; Overview: 1970s sci-fi stars help aliens against oppressive regime in space.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
1894,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 508: Philadelphia (Genres: Drama; Language: en; Overview: Two lawyers unite against AIDS discrimination, overcoming prejudice and corruption.),Movie 668: Pather Panchali (Genres: Drama; Language: bn; Overview: Apu's coming-of-age story in early 20th-century Bengal village.),Movie 1056: Jude (Genres: Drama, Romance; Language: en; Overview: Jude seeks education, faces obstacles, loves Sue, encounters tragedy.),Movie 1132: Manon of the Spring (Genres: Drama; Language: fr; Overview: Manon seeks revenge against those responsible for her father's death.),Movie 1959: Out of Africa (Genres: Drama; Language: en; Overview: Danish author Karen Blixen's life in Africa, 20th century.),Movie 2739: The Color Purple (Genres: Drama; Language: en; Overview: Celie endures abuse, seeks love, and dreams of reunion.),Movie 2943: Indochine (Genres: Drama, Romance; Language: fr; Overview: French plantation owner Eliane sabotages daughter Camille's love for Jean-Baptiste.),Movie 3158: The Emperor and the Assassin (Genres: Drama, History; Language: zh; Overview: King of Qin sends concubine; loyalty falters amid cruelty.),Movie 3783: Croupier (Genres: Drama, Thriller; Language: en; Overview: Aspiring writer becomes croupier, struggles with gambling's consequences on life.)",,
1896,"Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 898: The Philadelphia Story (Genres: Comedy, Romance; Language: en; Overview: Heiress Tracy Lord's wedding plans disrupted by ex-husband Dexter Haven.),Movie 899: Singin' in the Rain (Genres: Comedy, Music, Romance; Language: en; Overview: Silent film stars face romance and voice challenges in Hollywood.),Movie 1103: Rebel Without a Cause (Genres: Drama; Language: en; Overview: Teen Jim Stark faces challenges after moving, including love, conflict.),Movie 1147: When We Were Kings (Genres: Documentary; Language: en; Overview: Ali and Foreman fight in Zaire, promoted by Don King.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1207: To Kill a Mockingbird (Genres: Crime, Drama; Language: en; Overview: Atticus Finch defends Tom Robinson; Scout learns about justice and humanity.),Movie 1953: The French Connection (Genres: Action, Crime, Thriller; Language: en; Overview: Detective Doyle pursues a French dealer linked to heroin smuggling.),Movie 2692: Run Lola Run (Genres: Action, Drama, Thriller; Language: de; Overview: Lola must quickly raise money to save Manni from danger.),Movie 3038: A Face in the Crowd (Genres: Drama; Language: en; Overview: Lonesome Rhodes rises from guitar picker to media and political star.)",,
1897,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 851: Basquiat (Genres: Drama, History; Language: en; Overview: Julian Schnabel portrays Jean-Michel Basquiat's life and art scene.),Movie 1132: Manon of the Spring (Genres: Drama; Language: fr; Overview: Manon seeks revenge against those responsible for her father's death.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 2732: Jules and Jim (Genres: Drama, Romance; Language: fr; Overview: Two friends love the same woman, complicating their friendship.),Movie 2943: Indochine (Genres: Drama, Romance; Language: fr; Overview: French plantation owner Eliane sabotages daughter Camille's love for Jean-Baptiste.),Movie 3090: Matewan (Genres: Drama; Language: en; Overview: ""Matewan"" portrays labor rights struggle against coal company exploitation.),Movie 3756: The Golden Bowl (Genres: Romance, Drama; Language: en; Overview: Rich widower and daughter face betrayal in love and marriage.),Movie 3851: Margaret Cho: I'm the One That I Want (Genres: Comedy; Language: en; Overview: Margaret Cho's monologue explores her journey through fame and recovery.),Movie 3911: Best in Show (Genres: Comedy; Language: en; Overview: Excitement builds as diverse contestants prepare for Mayflower Dog Show.)",,
1899,"Movie 851: Basquiat (Genres: Drama, History; Language: en; Overview: Julian Schnabel portrays Jean-Michel Basquiat's life and art scene.),Movie 900: An American in Paris (Genres: Drama, Comedy, Music, Romance; Language: en; Overview: American painter in Paris navigates friendship, love, and ambition.),Movie 935: The Band Wagon (Genres: Comedy, Music; Language: en; Overview: Artistic director transforms new Broadway musical into something unrecognizable.),Movie 1147: When We Were Kings (Genres: Documentary; Language: en; Overview: Ali and Foreman fight in Zaire, promoted by Don King.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 2732: Jules and Jim (Genres: Drama, Romance; Language: fr; Overview: Two friends love the same woman, complicating their friendship.),Movie 2935: The Lady Eve (Genres: Comedy, Romance; Language: en; Overview: Love, misunderstanding, disguise; Jean torments Charles after their split.),Movie 3099: Shampoo (Genres: Comedy, Drama, Romance; Language: en; Overview: Beverly Hills hairstylist's ambitions hindered by reckless romantic entanglements.),Movie 3549: Guys and Dolls (Genres: Comedy, Music, Romance; Language: en; Overview: Gambler and missionary fall in love amid a hidden bet.),Movie 3925: Stranger Than Paradise (Genres: Comedy, Drama; Language: en; Overview: Hungarian émigrés Willie and Eddie navigate life with cousin Eva.)",,
1901,"Movie 21: Get Shorty (Genres: Comedy, Thriller, Crime; Language: en; Overview: Miami mobster Chili Palmer discovers Hollywood's similarities to organized crime.),Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1272: Patton (Genres: Drama, History, War; Language: en; Overview: ""Patton"" depicts the general's WWII exploits and personal flaws.),Movie 1953: The French Connection (Genres: Action, Crime, Thriller; Language: en; Overview: Detective Doyle pursues a French dealer linked to heroin smuggling.),Movie 2028: Saving Private Ryan (Genres: Drama, History, War; Language: en; Overview: Ranger captain leads men to rescue brother behind enemy lines.),Movie 2109: The Jerk (Genres: Comedy; Language: en; Overview: Navin Johnson's comedic journey explores identity, riches, and true love.),Movie 2355: A Bug's Life (Genres: Adventure, Animation, Comedy, Family; Language: en; Overview: Ant Flik recruits warrior bugs to protect colony from grasshoppers.),Movie 3682: Magnum Force (Genres: Action, Crime, Thriller; Language: en; Overview: Dirty Harry hunts rogue cops committing gruesome murders in San Francisco.),Movie 3735: Serpico (Genres: Crime, Drama, History; Language: en; Overview: Honest NYC cop battles corruption within a flawed system.)",,
1902,"Movie 18: Four Rooms (Genres: Crime, Comedy; Language: en; Overview: Ted's first night as a bellhop brings outrageous, unexpected events.),Movie 434: Cliffhanger (Genres: Action, Adventure, Thriller; Language: en; Overview: Ranger rescues climbers, discovers they're thieves seeking stolen money.),Movie 555: True Romance (Genres: Action, Thriller, Crime, Romance; Language: en; Overview: Clarence marries Alabama, steals cocaine, and faces vengeful pursuers.),Movie 998: Set It Off (Genres: Drama, Action, Crime; Language: en; Overview: Four black women rob banks, facing challenges and growing distrust.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 2315: Bride of Chucky (Genres: Horror, Comedy; Language: en; Overview: Chucky and Tiffany embark on a murderous spree along Route 66.),Movie 3512: Return to Me (Genres: Romance, Comedy, Drama; Language: en; Overview: Widowed architect falls for waitress on blind date; truth revealed.),Movie 3555: U-571 (Genres: Action, Drama, Thriller, War; Language: en; Overview: Allies seize opportunity to capture Enigma after U-boat SOS.),Movie 3893: Nurse Betty (Genres: Comedy, Crime, Thriller; Language: en; Overview: Betty lives in an alternate reality, embracing imaginary love.),Movie 3896: The Way of the Gun (Genres: Action, Crime, Drama, Thriller; Language: en; Overview: Parker and Longbaugh seek a big score beyond petty crime.)",,
1903,"Movie 615: Bread and Chocolate (Genres: Comedy, Foreign; Language: it; Overview: Italian immigrant struggles for acceptance, endures hardships, and resists identity.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1951: Oliver! (Genres: Drama, Family, Music; Language: en; Overview: Musical adaptation of Oliver Twist about an orphan and thieves.),Movie 2360: The Celebration (Genres: Drama; Language: da; Overview: Sixtieth birthday party exposes family secrets through father-son conflict.),Movie 2935: The Lady Eve (Genres: Comedy, Romance; Language: en; Overview: Love, misunderstanding, disguise; Jean torments Charles after their split.),Movie 2970: Fitzcarraldo (Genres: Action, Adventure, Drama; Language: de; Overview: Brian Sweeney Fitzgerald is determined to build a jungle opera house.),Movie 3007: American Movie (Genres: Documentary; Language: en; Overview: Filmmaker's struggle for success reveals ambition and the American Dream.),Movie 3682: Magnum Force (Genres: Action, Crime, Thriller; Language: en; Overview: Dirty Harry hunts rogue cops committing gruesome murders in San Francisco.)",,
1904,"Movie 104: Happy Gilmore (Genres: Comedy; Language: en; Overview: Failed hockey player Happy Gilmore seeks golf victory to save granny.),Movie 1012: Old Yeller (Genres: Adventure, Drama, Western; Language: en; Overview: Travis cares for ranch; adopts a stray dog unexpectedly.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 1394: Raising Arizona (Genres: Comedy, Crime; Language: en; Overview: Coen Brothers' absurd family story features a baby kidnapping chase.),Movie 1799: Suicide Kings (Genres: Action, Comedy, Crime, Drama, Thriller; Language: en; Overview: Walken captivates as a mobster in a dark comedic abduction.),Movie 2174: Beetlejuice (Genres: Fantasy, Comedy; Language: en; Overview: Young couple becomes poltergeists, seek help to scare new owners.),Movie 2502: Office Space (Genres: Comedy, Crime; Language: en; Overview: Three workers plot to embezzle money from their employers.),Movie 2788: And Now for Something Completely Different (Genres: Comedy; Language: en; Overview: Film spin-off featuring favorite sketches from Monty Python's Flying Circus.)",,
1912,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1129: Escape from New York (Genres: Science Fiction, Action; Language: en; Overview: Manhattan prison holds criminals; soldier Snake Plissken must rescue President.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 2712: Eyes Wide Shut (Genres: Mystery, Drama; Language: en; Overview: Dr. Bill explores erotic fantasies, joining an overwhelming underground group.),Movie 3099: Shampoo (Genres: Comedy, Drama, Romance; Language: en; Overview: Beverly Hills hairstylist's ambitions hindered by reckless romantic entanglements.),Movie 3188: The Life and Times of Hank Greenberg (Genres: Documentary, Family; Language: en; Overview: Hank Greenberg's inspiring story through archival footage and interviews.),Movie 3456: The Color of Paradise (Genres: Drama, Family; Language: fa; Overview: Blind boy Mohammed's father struggles with shame, takes him home.),Movie 3682: Magnum Force (Genres: Action, Crime, Thriller; Language: en; Overview: Dirty Harry hunts rogue cops committing gruesome murders in San Francisco.)",,
1916,"Movie 58: The Postman (Genres: Comedy, Drama, Romance; Language: it; Overview: Italian postman discovers poetry, impresses Beatrice while delivering mail.),Movie 556: The War Room (Genres: Documentary, History; Language: en; Overview: Documentary highlights Clinton campaign through spin doctors Carville and Stephanopoulos.),Movie 988: Grace of My Heart (Genres: Drama, Comedy, Music; Language: en; Overview: Denise sacrifices her career, writes hits, ultimately records her own.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 2351: Nights of Cabiria (Genres: Drama; Language: it; Overview: Cabiria seeks happiness after betrayal, facing life's harsh realities.),Movie 2732: Jules and Jim (Genres: Drama, Romance; Language: fr; Overview: Two friends love the same woman, complicating their friendship.),Movie 2943: Indochine (Genres: Drama, Romance; Language: fr; Overview: French plantation owner Eliane sabotages daughter Camille's love for Jean-Baptiste.),Movie 3038: A Face in the Crowd (Genres: Drama; Language: en; Overview: Lonesome Rhodes rises from guitar picker to media and political star.),Movie 3224: Woman in the Dunes (Genres: Drama, Thriller; Language: ja; Overview: Entomologist Jumpei Niki collects insects and stays overnight in village.),Movie 3549: Guys and Dolls (Genres: Comedy, Music, Romance; Language: en; Overview: Gambler and missionary fall in love amid a hidden bet.)",,
1917,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 589: Terminator 2: Judgment Day (Genres: Action, Thriller, Science Fiction; Language: en; Overview: John Connor is targeted; a protector is sent to save.),Movie 1196: The Empire Strikes Back (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Luke trains with Yoda; rebels face capture and betrayal.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 2028: Saving Private Ryan (Genres: Drama, History, War; Language: en; Overview: Ranger captain leads men to rescue brother behind enemy lines.),Movie 2571: The Matrix (Genres: Action, Science Fiction; Language: en; Overview: In the 22nd century, a hacker joins rebels against computers.),Movie 2692: Run Lola Run (Genres: Action, Drama, Thriller; Language: de; Overview: Lola must quickly raise money to save Manni from danger.),Movie 2959: Fight Club (Genres: Drama; Language: en; Overview: Insomniac and salesman create therapy; fight clubs spiral out-of-control.),Movie 3671: Blazing Saddles (Genres: Western, Comedy; Language: en; Overview: Town named Johnson faces railroad threat; new black sheriff appointed.)",,
1920,"Movie 267: Major Payne (Genres: Adventure, Comedy, Family; Language: en; Overview: Marine officer becomes JROTC leader for struggling students post-service.),Movie 900: An American in Paris (Genres: Drama, Comedy, Music, Romance; Language: en; Overview: American painter in Paris navigates friendship, love, and ambition.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1958: Terms of Endearment (Genres: Drama, Comedy; Language: en; Overview: Mother and daughter navigate life's challenges and relationships over years.),Movie 1959: Out of Africa (Genres: Drama; Language: en; Overview: Danish author Karen Blixen's life in Africa, 20th century.),Movie 3251: Agnes of God (Genres: Drama, Mystery; Language: en; Overview: Psychiatrist evaluates novice's competency in newborn's murder case.),Movie 3264: Buffy the Vampire Slayer (Genres: Action, Comedy, Horror; Language: en; Overview: Buffy, cheerleader, battles vampires while pursuing her dreams.),Movie 3678: The Man with the Golden Arm (Genres: Crime, Drama, Romance; Language: en; Overview: Heroin addict Frankie struggles with rehabilitation in prison, 1955 film.),Movie 3682: Magnum Force (Genres: Action, Crime, Thriller; Language: en; Overview: Dirty Harry hunts rogue cops committing gruesome murders in San Francisco.),Movie 3688: Porky's (Genres: Comedy; Language: en; Overview: In 1954, teens seek revenge on nightclub owner and sheriff.)",,
1922,"Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1012: Old Yeller (Genres: Adventure, Drama, Western; Language: en; Overview: Travis cares for ranch; adopts a stray dog unexpectedly.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 1958: Terms of Endearment (Genres: Drama, Comedy; Language: en; Overview: Mother and daughter navigate life's challenges and relationships over years.),Movie 2262: About Last Night... (Genres: Comedy, Drama, Romance; Language: en; Overview: A couple pursues romance while facing personal issues and disapproval.),Movie 2263: The Seventh Sign (Genres: Horror, Thriller, Mystery, Fantasy; Language: en; Overview: Pregnant Abby's new boarder accelerates Apocalypse through biblical chaos.),Movie 2607: Get Real (Genres: Drama, Romance; Language: en; Overview: Two boys in a British school discover love together.),Movie 2968: Time Bandits (Genres: Family, Fantasy, Science Fiction, Adventure, Comedy; Language: en; Overview: Kevin joins six dwarfs on time-traveling treasure adventures.)",,
1925,"Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 1222: Full Metal Jacket (Genres: Drama, War; Language: en; Overview: Marine observes dehumanization of recruits during Vietnam War experiences.),Movie 1258: The Shining (Genres: Horror, Thriller; Language: en; Overview: Jack Torrance takes a winter caretaker job, facing unseen madness.),Movie 2267: Mortal Thoughts (Genres: Mystery, Thriller; Language: en; Overview: Abusive man killed; many suspects, unclear who is guilty.),Movie 2475: 52 Pick-Up (Genres: Crime, Drama, Thriller; Language: en; Overview: Manufacturer faces blackmail over affair, jeopardizing wife’s political campaign.),Movie 2976: Bringing Out the Dead (Genres: Drama; Language: en; Overview: Burnt-out paramedic struggles with guilt and seeks escape from duties.),Movie 3007: American Movie (Genres: Documentary; Language: en; Overview: Filmmaker's struggle for success reveals ambition and the American Dream.),Movie 3077: 42 Up (Genres: Documentary, Foreign; Language: en; Overview: Michael Apted interviews British adults about life changes after seven years.),Movie 3328: Ghost Dog: The Way of the Samurai (Genres: Crime, Drama; Language: en; Overview: African-American hitman, inspired by samurai, faces mob assassination threats.),Movie 3896: The Way of the Gun (Genres: Action, Crime, Drama, Thriller; Language: en; Overview: Parker and Longbaugh seek a big score beyond petty crime.)",,
1926,"Movie 668: Pather Panchali (Genres: Drama; Language: bn; Overview: Apu's coming-of-age story in early 20th-century Bengal village.),Movie 851: Basquiat (Genres: Drama, History; Language: en; Overview: Julian Schnabel portrays Jean-Michel Basquiat's life and art scene.),Movie 1044: Surviving Picasso (Genres: Drama, Romance; Language: en; Overview: Francoise Gilot endures Picasso's cruelty, ultimately moving on with life.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1935: How Green Was My Valley (Genres: Drama; Language: en; Overview: Welsh mining family's hopes for a better life; sentimental atmosphere.),Movie 2774: Better Than Chocolate (Genres: Drama, Romance; Language: en; Overview: Maggie's new roommates complicate her relationship with a woman.),Movie 3141: The Two Jakes (Genres: Crime, Drama, Mystery; Language: en; Overview: Jake Gittes investigates infidelity, encountering murder and haunting pasts.),Movie 3251: Agnes of God (Genres: Drama, Mystery; Language: en; Overview: Psychiatrist evaluates novice's competency in newborn's murder case.),Movie 3289: Not One Less (Genres: Drama; Language: zh; Overview: Teacher Gao entrusts inexperienced Wei to protect his students' futures.),Movie 3649: American Gigolo (Genres: Thriller, Drama, Crime, Romance; Language: en; Overview: Julian's escort life complicates as love and murder intertwine.)",,
1930,"Movie 32: Twelve Monkeys (Genres: Science Fiction, Thriller, Mystery; Language: en; Overview: James Cole time travels to uncover a deadly virus's origin.),Movie 104: Happy Gilmore (Genres: Comedy; Language: en; Overview: Failed hockey player Happy Gilmore seeks golf victory to save granny.),Movie 663: Kids in the Hall: Brain Candy (Genres: Comedy; Language: en; Overview: Pill enhances happy memories but causes unfortunate side effects.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 2431: Patch Adams (Genres: Comedy, Drama; Language: en; Overview: Patch Adams: unconventional doctor using humor to heal patients.),Movie 2539: Analyze This (Genres: Comedy, Crime; Language: en; Overview: Mafia racketeer seeks therapy for panic attacks; psychiatrist faces challenges.),Movie 2968: Time Bandits (Genres: Family, Fantasy, Science Fiction, Adventure, Comedy; Language: en; Overview: Kevin joins six dwarfs on time-traveling treasure adventures.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3108: The Fisher King (Genres: Comedy, Drama; Language: en; Overview: Two troubled men seek the Holy Grail to redeem themselves.)",,
1937,"Movie 750: Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (Genres: Drama, Comedy, War; Language: en; Overview: General Ripper's nuclear strike prompts frantic efforts to prevent disaster.),Movie 899: Singin' in the Rain (Genres: Comedy, Music, Romance; Language: en; Overview: Silent film stars face romance and voice challenges in Hollywood.),Movie 1097: E.T. the Extra-Terrestrial (Genres: Science Fiction, Adventure, Family, Fantasy; Language: en; Overview: Gentle alien befriends boy; illness leads to government intervention.),Movie 1172: Cinema Paradiso (Genres: Drama, Romance; Language: it; Overview: Filmmaker remembers childhood love for movies and friendship with projectionist.),Movie 1197: The Princess Bride (Genres: Adventure, Family, Fantasy, Comedy, Romance; Language: en; Overview: Princess Buttercup and Westley face challenges for true love's triumph.),Movie 2080: Lady and the Tramp (Genres: Family, Animation; Language: en; Overview: Lady, a cocker spaniel, adventures with Tramp, a mongrel dog.),Movie 2174: Beetlejuice (Genres: Fantasy, Comedy; Language: en; Overview: Young couple becomes poltergeists, seek help to scare new owners.),Movie 2467: The Name of the Rose (Genres: Drama, Thriller, Mystery; Language: en; Overview: William of Baskerville investigates murders at a monastery, defying authority.),Movie 3052: Dogma (Genres: Fantasy, Comedy, Adventure; Language: en; Overview: Good and Evil clash in late 20th century New Jersey.),Movie 3814: Love and Death (Genres: History, Comedy; Language: en; Overview: Cowardly serf becomes hero in humorous Russian literature parody.)",,
1938,"Movie 239: A Goofy Movie (Genres: Romance, Animation, Family, Comedy, Adventure; Language: en; Overview: Goofy plans fishing trip, complicating Max's date with Roxanne.),Movie 260: Star Wars (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Leia is captured; Luke and Han rescue her and restore peace.),Movie 1028: Mary Poppins (Genres: Comedy, Family, Fantasy; Language: en; Overview: Mary Poppins, a magical nanny, helps Banks children with adventures.),Movie 1036: Die Hard (Genres: Action, Thriller; Language: en; Overview: NYPD cop battles terrorists to save hostages and reconcile wife.),Movie 1196: The Empire Strikes Back (Genres: Adventure, Action, Science Fiction; Language: en; Overview: Luke trains with Yoda; rebels face capture and betrayal.),Movie 1198: Raiders of the Lost Ark (Genres: Adventure, Action; Language: en; Overview: Dr. Indiana Jones battles Nazis to find the Ark of Covenant.),Movie 1240: The Terminator (Genres: Action, Thriller, Science Fiction; Language: en; Overview: Cyborg assassin sent to kill Sarah Connor; resistance fights back.),Movie 2080: Lady and the Tramp (Genres: Family, Animation; Language: en; Overview: Lady, a cocker spaniel, adventures with Tramp, a mongrel dog.),Movie 2355: A Bug's Life (Genres: Adventure, Animation, Comedy, Family; Language: en; Overview: Ant Flik recruits warrior bugs to protect colony from grasshoppers.),Movie 2571: The Matrix (Genres: Action, Science Fiction; Language: en; Overview: In the 22nd century, a hacker joins rebels against computers.)",,
