user_id,groundtruth,top10_recommendations
4623,"[1024, 7, 10, 1035, 1810, 1691, 1055, 418, 806, 1972, 53, 1347, 838, 1225, 2125, 1362, 1493, 1370, 1886, 991, 226, 739, 102, 1255, 627, 379, 1405, 895]","[830, 1447, 218, 1030, 856, 382, 1055, 341, 1972, 26]"
4628,"[705, 1219, 1827, 357, 1516, 798, 1810, 755, 662, 823, 857, 1563, 541, 478, 31]","[765, 541, 379, 754, 165, 850, 1554, 1817, 206, 748]"
4631,"[2049, 1174, 1177, 1317, 1202, 576, 1729, 704, 1225, 2123, 2124, 850, 1875, 341, 726, 1624, 2268, 740, 1254, 2285, 754, 380, 382]","[478, 737, 2049, 754, 1251, 738, 777, 759, 349, 189]"
4632,"[0, 1030, 1927, 778, 1042, 1436, 412, 670, 36, 933, 165, 2215, 1969, 1202, 1085, 1225, 1867, 843, 1483, 728, 1499, 1756, 93, 733, 738, 1251, 739, 1638, 2024, 744, 364, 624, 245, 119, 1276]","[128, 1828, 1890, 1362, 1365, 176, 878, 1688, 98, 499]"
4633,"[1024, 2183, 638, 778, 16, 785, 914, 1171, 661, 22, 795, 667, 541, 683, 1969, 434, 1718, 1211, 1980, 445, 454, 1609, 1621, 1880, 740, 618, 1907, 2035, 2165, 246, 633, 382, 383]","[1451, 780, 499, 382, 341, 1225, 1030, 1554, 1805, 837]"
4639,"[1926, 1451, 1515, 365, 206, 2097, 1554, 723, 884, 1624]","[1810, 1451, 2312, 1784, 189, 139, 206, 1624, 1030, 382]"
4640,"[2048, 1762, 803, 453, 1862, 1129, 2031, 1072, 657, 16, 342, 857, 1370, 1055]","[760, 1810, 737, 189, 154, 2270, 541, 382, 1451, 478]"
4643,"[768, 2178, 1410, 1545, 10, 1419, 2442, 1421, 1169, 1173, 661, 1046, 1176, 1817, 26, 662, 1174, 289, 291, 804, 1706, 683, 2091, 1837, 1327, 177, 566, 826, 2363, 572, 1980, 2112, 1731, 1732, 1988, 1350, 330, 1101, 976, 209, 858, 731, 2268, 1758, 607, 478, 762, 1764, 2148, 1254, 1766, 2287, 497, 2035, 1141, 1782, 761, 1786, 764, 382]","[495, 968, 218, 1638, 191, 1817, 761, 1010, 777, 31]"
4649,"[1793, 776, 1931, 784, 1276, 1818, 2333, 165, 1451, 576, 2383, 1873, 722, 594, 1876, 341, 985, 991, 1515, 2156, 1010, 627, 761, 764]","[341, 830, 382, 1451, 737, 768, 784, 572, 780, 1810]"
4651,"[1030, 778, 537, 1059, 806, 1584, 569, 570, 447, 841, 842, 331, 588, 466, 594, 1877, 857, 1626, 987, 478, 1889, 738, 739, 1259]","[857, 341, 740, 670, 218, 2090, 784, 1696, 541, 1183]"
4652,"[770, 1668, 774, 784, 16, 537, 2082, 165, 695, 189, 578, 1225, 1361, 1875, 728, 1370, 863, 740, 1776, 1016, 382]","[2144, 774, 780, 165, 189, 817, 765, 31, 139, 160]"
4654,"[1796, 775, 2312, 2313, 16, 160, 1573, 2222, 1584, 2097, 823, 189, 317, 1983, 206, 474, 863, 1889, 1636]","[765, 1310, 379, 817, 1554, 1523, 2144, 349, 2339, 2165]"
4655,"[1554, 659, 157, 418, 167, 168, 1448, 1451, 2221, 1207, 827, 830, 1470, 454, 1867, 218, 1883, 1509, 231, 1259, 1016, 383]","[1470, 383, 1451, 231, 165, 418, 780, 226, 837, 1907]"
4657,"[2112, 2081, 578, 2183, 744, 776, 2284, 1454, 1327, 16, 975, 1554, 943, 1774, 1205, 1174, 1873, 2165]","[578, 478, 670, 379, 2125, 1554, 165, 2284, 776, 1735]"
4659,"[392, 140, 1810, 1177, 2336, 2093, 2299, 433, 1978, 321, 706, 195, 577, 1349, 1865, 1872, 1374, 1252, 753, 762, 1403, 766, 895]","[1817, 495, 191, 1827, 218, 968, 1010, 760, 2017, 1756]"
4662,"[644, 2312, 154, 2075, 796, 1183, 686, 823, 189, 1854, 472, 218, 1756, 478, 739, 740, 1383, 1640, 745, 1778, 761, 2046]","[2090, 657, 1317, 1696, 1347, 1600, 857, 780, 1183, 2184]"
4666,"[1317, 841, 2125, 2097, 1554, 1394, 756, 791, 792, 474, 379]","[670, 478, 572, 379, 738, 1735, 776, 541, 2125, 1554]"
4667,"[1154, 68, 837, 1514, 2235, 2319, 1459, 534, 186, 1211, 542]","[1584, 379, 1211, 765, 842, 2165, 1836, 1885, 2339, 740]"
4669,"[0, 769, 2307, 390, 1926, 1416, 1030, 781, 1421, 783, 657, 1554, 1817, 1182, 802, 1446, 1447, 938, 2090, 1968, 2227, 695, 2233, 954, 829, 1854, 64, 577, 2241, 2112, 839, 840, 2248, 2125, 462, 1621, 1880, 856, 731, 1885, 2016, 737, 2400, 996, 359, 1516, 1776, 754, 1395, 2166, 382, 1919]","[165, 740, 341, 382, 670, 738, 765, 1554, 856, 31]"
4671,"[774, 1288, 780, 1041, 1687, 155, 541, 285, 1182, 2339, 1828, 1064, 1836, 302, 2225, 1208, 572, 1470, 838, 842, 76, 975, 1499, 625, 1141, 1276]","[856, 1470, 1137, 1738, 1386, 64, 326, 232, 830, 131]"
4676,"[769, 2049, 387, 903, 2183, 17, 1429, 1941, 1049, 1183, 1827, 36, 2089, 2090, 2353, 1972, 1973, 695, 2235, 189, 1347, 1992, 341, 2263, 344, 992, 1252, 1004, 495, 2419, 1526, 632, 378, 1789]","[2049, 2093, 189, 139, 857, 1696, 1827, 1347, 1251, 791]"
4678,"[0, 1047, 2076, 1571, 1574, 1076, 569, 1091, 2130, 594, 85, 1624, 94, 2149, 108, 1649, 1653, 1141, 1152, 148, 661, 1174, 1694, 171, 713, 2251, 1741, 206, 212, 213, 2268, 733, 1758, 744, 2282, 746, 2284, 1779, 756, 768, 778, 1292, 1295, 1296, 789, 1817, 802, 1828, 829, 326, 327, 2375, 2384, 854, 1386, 364, 877, 2414, 1395, 883, 2419, 376, 1403, 1930, 1448, 1450, 427, 1454, 1459, 986, 987, 989, 2017, 2018, 2038, 1016, 506]","[1817, 1030, 206, 382, 189, 830, 191, 1010, 2144, 1451]"
4681,"[768, 771, 76, 1169, 1650, 787, 882, 1173, 1653, 795]","[760, 567, 768, 566, 632, 145, 690, 574, 191, 124]"
4682,"[2048, 1731, 17, 594, 1169, 755, 19, 857, 478, 31]","[189, 541, 830, 31, 1010, 206, 968, 218, 986, 382]"
4683,"[1472, 769, 738, 770, 740, 1706, 2287, 1360, 1202, 1842, 341, 1179, 1691, 767]","[206, 541, 1451, 341, 740, 738, 739, 189, 1554, 830]"
4684,"[768, 2048, 1251, 2148, 139, 780, 1451, 753, 1169, 2074, 1691, 572, 1183]","[795, 2049, 478, 770, 784, 541, 567, 768, 2125, 670]"
4690,"[737, 771, 574, 780, 782, 1935, 1168, 1171, 2234, 382]","[541, 478, 737, 765, 784, 578, 572, 738, 2049, 577]"
4693,"[1, 2147, 996, 1573, 1062, 933, 1451, 1326, 148, 309, 886, 2170, 1117]","[66, 875, 505, 2135, 843, 205, 621, 1032, 2172, 1154]"
4695,"[1888, 1889, 1248, 293, 1926, 1449, 1584, 1554, 309, 379, 542]","[837, 318, 499, 226, 975, 1584, 6, 930, 639, 1554]"
4701,"[12, 657, 22, 1179, 924, 159, 1183, 38, 581, 1738, 588, 590, 1877, 341, 218, 1883, 733, 1889, 745, 767]","[383, 232, 845, 856, 26, 1389, 1974, 904, 231, 2166]"
4704,"[1281, 1925, 390, 774, 775, 778, 779, 1804, 780, 784, 785, 22, 663, 793, 1179, 795, 801, 2082, 1827, 1450, 2090, 1972, 954, 2112, 705, 578, 838, 326, 968, 1225, 725, 342, 2143, 1760, 1380, 744, 2409, 746, 753, 1907, 1276]","[541, 341, 765, 780, 670, 830, 1225, 379, 1810, 218]"
4707,"[1216, 357, 165, 839, 330, 1867, 1389, 1327, 245, 829]","[1885, 1137, 1205, 765, 837, 165, 136, 1154, 1518, 245]"
4711,"[0, 773, 2312, 139, 1935, 1296, 1042, 658, 285, 1183, 806, 1447, 683, 1451, 2349, 309, 1976, 1208, 1983, 2113, 330, 1867, 1101, 594, 341, 857, 1370, 91, 478, 351, 2272, 1760, 740, 1636, 746, 754, 627, 761, 895]","[837, 1206, 1584, 765, 627, 1208, 1211, 954, 43, 379]"
4714,"[321, 705, 740, 567, 231, 202, 1261, 753, 657, 1687, 1691, 573]","[778, 1317, 1810, 26, 1687, 165, 857, 760, 740, 1442]"
4721,"[1537, 2306, 7, 2319, 1171, 281, 1946, 156, 28, 2339, 165, 422, 1326, 567, 2112, 2125, 845, 1378, 1635, 739, 1259, 245, 379, 765, 2046]","[1470, 165, 383, 1885, 293, 2166, 245, 1584, 1205, 780]"
4722,"[640, 1, 769, 1152, 1669, 778, 12, 1554, 536, 1817, 1055, 1470, 705, 1609, 732, 1889, 1906, 1907, 756, 506, 1019, 2045]","[856, 1817, 218, 1339, 1451, 91, 1907, 382, 1402, 968]"
4724,"[770, 2050, 774, 1286, 2184, 1416, 780, 19, 26, 666, 670, 1839, 1458, 1461, 1591, 189, 317, 1600, 1861, 966, 841, 2124, 1871, 594, 725, 1251, 1259, 2290, 1907, 2423, 378, 1276, 383]","[1004, 1208, 830, 1944, 2184, 1430, 857, 1696, 1871, 1068]"
4725,"[2048, 1669, 1927, 1416, 12, 1175, 1817, 1179, 667, 157, 417, 801, 2087, 1447, 1319, 2093, 943, 1854, 2112, 1347, 2244, 206, 1361, 1365, 982, 344, 2271, 1509, 231, 1257, 1389]","[856, 1907, 191, 91, 667, 1738, 382, 218, 989, 537]"
4728,"[2049, 2178, 769, 2306, 902, 2183, 776, 1295, 914, 794, 1182, 1696, 1826, 1447, 1451, 1591, 574, 1215, 1216, 705, 578, 203, 844, 594, 1490, 2259, 470, 1367, 729, 1370, 1758, 738, 1378, 2150, 615, 742, 2283, 2285, 1774, 2287, 753, 1778, 627, 756, 1270, 1529, 1530, 1790]","[1554, 165, 578, 738, 541, 748, 2339, 1584, 462, 206]"
4730,"[1282, 2050, 2178, 101, 1638, 102, 2303, 1225, 1610, 393, 780, 1859, 206, 857, 2297, 829, 575]","[737, 759, 1827, 189, 2270, 576, 750, 770, 1310, 154]"
4732,"[1284, 1796, 263, 144, 784, 662, 1447, 1068, 2097, 438, 1719, 578, 338, 342, 856, 1370, 1885, 2144, 1638, 754, 1907, 372, 1014, 759, 1784, 382]","[968, 1447, 1137, 495, 1030, 382, 1010, 403, 359, 737]"
4733,"[1252, 663, 1545, 2283, 2220, 1327, 722, 1427, 2164, 791, 1182, 798]","[1347, 760, 2048, 768, 577, 1910, 478, 567, 737, 761]"
4734,"[1856, 1410, 418, 36, 231, 568, 670, 1459, 245, 760, 2268, 1214, 1151]","[1390, 1137, 1776, 541, 782, 1838, 2049, 784, 2124, 2034]"
4735,"[1760, 1537, 738, 1696, 1451, 1004, 1389, 206, 1261, 1516, 1555, 341, 1625, 91, 1691, 765]","[165, 379, 1584, 670, 1205, 309, 765, 738, 245, 231]"
4738,"[795, 1631, 975, 688, 1810, 1331, 1624, 1049, 1402, 1403, 349, 541, 830, 1983]","[1447, 183, 43, 2165, 206, 165, 780, 639, 379, 1220]"
4741,"[1350, 875, 139, 1906, 695, 760, 987, 316, 1176, 31]","[231, 780, 26, 778, 856, 1004, 1974, 806, 232, 740]"
4743,"[738, 1987, 1288, 780, 748, 1584, 1810, 1778, 2165, 380]","[837, 1124, 1554, 1885, 318, 1584, 765, 1211, 738, 748]"
4744,"[770, 2, 7, 1555, 26, 667, 1436, 541, 670, 1055, 1691, 801, 1183, 36, 165, 2087, 1459, 1972, 1974, 1976, 1848, 1215, 1216, 321, 975, 341, 1881, 731, 91, 990, 2146, 740, 1774, 1785, 762, 382]","[1738, 1885, 1154, 1211, 2090, 1362, 1207, 1828, 2207, 226]"
4746,"[1413, 774, 906, 139, 1298, 663, 924, 797, 31, 1183, 1208, 189, 1225, 85, 1879, 1239, 351, 739, 1380, 357, 1383, 379, 2164, 1659, 2047]","[780, 165, 1451, 806, 989, 830, 206, 1055, 1183, 1974]"
4750,"[1416, 657, 767, 790, 1687, 1691, 797, 1437, 1311, 1184, 817, 1205, 694, 1847, 1208, 1215, 2252, 2129, 739, 1395, 1523, 1663]","[1885, 1207, 1154, 499, 837, 1805, 1988, 1211, 1205, 318]"
4761,"[1927, 2312, 776, 1166, 1297, 787, 1817, 1179, 1181, 541, 31, 1442, 806, 426, 2093, 1971, 566, 567, 1344, 839, 1735, 1225, 583, 1876, 341, 728, 478, 1258, 2283, 748, 379]","[478, 784, 2090, 578, 567, 803, 541, 657, 2125, 2259]"
4767,"[1421, 270, 17, 1173, 790, 24, 1818, 796, 285, 1694, 670, 288, 171, 2091, 302, 2225, 1347, 453, 1350, 1221, 1864, 2385, 1875, 728, 859, 1374, 1247, 223, 735, 359, 1896, 1257, 1384, 1646, 1008, 2035, 1141, 2038, 1910, 380]","[968, 495, 632, 760, 1817, 1041, 985, 1773, 577, 1091]"
4769,"[1667, 132, 938, 1451, 780, 1584, 85, 341, 2234, 379]","[1885, 1211, 318, 1417, 418, 1361, 226, 975, 499, 165]"
4770,"[2336, 1793, 2115, 1157, 1669, 2090, 43, 2220, 2287, 1906, 1299, 403, 1779, 1174, 349, 1182]","[1010, 495, 830, 1030, 2144, 968, 986, 191, 341, 1225]"
4775,"[771, 777, 778, 780, 1687, 1696, 1451, 567, 569, 574, 575, 331, 594, 725, 733, 737, 225, 740, 1389, 760, 2303]","[574, 760, 567, 737, 1166, 750, 1761, 1810, 2049, 1169]"
4780,"[1793, 1416, 1161, 1419, 1166, 16, 1169, 1299, 1684, 1046, 1175, 794, 1317, 167, 2093, 173, 1327, 1205, 1206, 823, 445, 1855, 1600, 1347, 1734, 1228, 1357, 1359, 1876, 87, 1885, 739, 740, 227, 1259, 622, 1777, 1655]","[857, 1451, 780, 1317, 567, 768, 1416, 845, 1347, 1171]"
4781,"[768, 769, 774, 7, 1421, 1041, 1044, 29, 806, 566, 569, 1978, 1211, 572, 1470, 1600, 321, 455, 1609, 975, 1370, 347, 1889, 227, 1252, 2406, 232, 247, 633]","[206, 341, 856, 231, 837, 165, 226, 1907, 830, 806]"
4782,"[1157, 1035, 1808, 16, 1554, 767, 1174, 1311, 806, 167, 1971, 1470, 1858, 839, 347, 989, 1886, 1631, 1888, 226, 742, 232, 506, 379, 1021, 383]","[1738, 383, 1079, 856, 889, 1362, 1207, 226, 2166, 990]"
4784,"[2178, 1419, 1421, 657, 1429, 1687, 1048, 1304, 26, 924, 1311, 930, 165, 422, 686, 1972, 1205, 1600, 1089, 204, 2125, 1487, 1618, 2259, 738, 878, 117, 765, 383]","[1208, 1836, 1205, 1004, 780, 1317, 2075, 1430, 165, 1459]"
4785,"[1932, 639, 1041, 1554, 275, 665, 191, 1988, 965, 1350, 975, 341, 347, 1248, 231, 1131, 379, 1276, 895]","[1554, 379, 165, 780, 1669, 670, 341, 740, 748, 382]"
4786,"[769, 1413, 1157, 663, 667, 924, 2333, 799, 288, 2082, 167, 300, 1972, 2235, 189, 1345, 1372, 2270, 1257, 1131, 240, 2418, 1402, 763, 2045]","[1010, 968, 189, 191, 986, 1030, 895, 206, 31, 154]"
4787,"[742, 1513, 1834, 1451, 14, 206, 1296, 754, 1173, 1016, 1466, 2334, 1215]","[657, 1687, 791, 1696, 1277, 1317, 1810, 658, 1251, 2090]"
4790,"[165, 1413, 1669, 1417, 1327, 1205, 309, 791, 1914, 794, 924, 382, 1887]","[165, 670, 739, 740, 1451, 379, 478, 765, 578, 748]"
4791,"[992, 576, 2082, 1669, 2087, 167, 360, 1706, 1292, 719, 752, 154, 1691, 989, 31]","[632, 985, 968, 976, 191, 1012, 218, 760, 438, 98]"
4792,"[1419, 1295, 16, 788, 661, 1304, 26, 1151, 288, 1442, 567, 1848, 576, 586, 587, 726, 218, 1131, 748, 2283, 245, 1016, 1403, 765, 127]","[780, 670, 165, 1554, 740, 206, 748, 341, 1584, 2312]"
4796,"[1215, 930, 1287, 780, 1326, 1296, 657, 1618, 1554, 1555, 1179, 380, 989, 222, 767]","[231, 780, 1451, 1885, 165, 1584, 1055, 245, 1389, 1972]"
4797,"[2049, 1040, 1174, 1046, 280, 1307, 2087, 43, 309, 1078, 1462, 2108, 1216, 1735, 1361, 850, 852, 1885, 226, 1124, 748, 2285]","[1885, 1154, 1207, 359, 1202, 639, 1826, 504, 108, 160]"
4798,"[1280, 1537, 771, 774, 7, 1416, 1417, 1926, 2312, 1292, 1937, 1171, 22, 895, 795, 670, 1055, 1696, 165, 2093, 1078, 567, 1335, 830, 1728, 1345, 2370, 1219, 1347, 2123, 975, 1760, 737, 742, 1898, 1773, 241, 1522, 2419, 884, 627, 1270, 1655, 760, 761, 1906, 2166, 2047]","[2271, 657, 1347, 1416, 1208, 541, 1881, 670, 2093, 1687]"
4802,"[672, 739, 838, 1534, 841, 842, 1225, 1068, 108, 204, 2125, 17, 1397, 346, 1244, 829, 1790]","[1885, 837, 318, 204, 938, 1417, 6, 226, 975, 1205]"
4804,"[1668, 773, 779, 781, 1296, 785, 1183, 169, 1579, 43, 1326, 175, 688, 1210, 1350, 1609, 1356, 206, 1487, 1239, 2135, 738, 2281, 1386, 1644, 625, 2290, 627, 121, 1274]","[1885, 1211, 499, 837, 6, 1417, 318, 938, 780, 875]"
4805,"[2178, 1667, 1421, 1808, 17, 1298, 1174, 1181, 541, 2337, 806, 572, 2238, 2112, 1728, 206, 594, 2149, 231, 745, 1259, 1778, 124]","[761, 1416, 663, 845, 1861, 2271, 806, 856, 795, 1971]"
4806,"[996, 165, 68, 1925, 1225, 943, 1554, 2227, 2165, 2135, 1817, 1691, 349, 1117]","[165, 379, 1554, 1584, 765, 309, 740, 670, 1225, 206]"
4808,"[1154, 43, 1624, 1327, 1647, 914, 662, 1174, 280, 123, 189]","[990, 1518, 1885, 1206, 136, 1638, 403, 1154, 1137, 777]"
4809,"[64, 356, 1350, 12, 237, 1008, 760, 1042, 2097, 856, 1886]","[856, 26, 1738, 347, 1288, 845, 1907, 227, 525, 64]"
4810,"[2112, 1317, 806, 1350, 2312, 1225, 7, 1419, 1516, 1836, 537, 433, 1554, 341, 857, 123, 829]","[780, 1225, 1669, 1584, 1554, 379, 499, 670, 1784, 740]"
4811,"[1537, 2051, 2181, 1554, 1049, 670, 930, 2082, 1448, 566, 2234, 577, 589, 737, 738, 740, 2285, 2286, 2418, 1907, 2419, 889, 2045, 1790]","[577, 759, 541, 572, 2049, 760, 750, 657, 578, 737]"
4812,"[1924, 1417, 2314, 1675, 1932, 1421, 639, 145, 1939, 1174, 663, 792, 409, 1177, 26, 1691, 541, 417, 803, 168, 2349, 1714, 1791, 2358, 1079, 964, 76, 1741, 1361, 728, 1370, 1883, 91, 989, 226, 2406, 231, 2409, 1515, 1389, 1016, 1276, 895]","[1361, 1907, 1474, 1924, 191, 1447, 2151, 383, 1016, 1417]"
4813,"[1889, 739, 100, 165, 806, 695, 1614, 1875, 791, 728, 154, 1052]","[165, 206, 780, 1451, 541, 670, 765, 739, 740, 748]"
4815,"[0, 1035, 780, 1293, 2320, 147, 1299, 1176, 806, 1452, 172, 1327, 1970, 1459, 2102, 1089, 1347, 206, 2260, 856, 1498, 1885, 2144, 1888, 2273, 1383, 105, 1002, 1004, 243, 627, 373, 246, 1268, 1016, 121, 762, 127, 767]","[383, 525, 2271, 1470, 845, 856, 1609, 131, 2166, 1738]"
4817,"[2146, 165, 38, 670, 779, 1389, 626, 243, 1300, 1974, 2135, 856, 26, 1179, 1470, 1887]","[665, 856, 1885, 160, 1361, 1974, 383, 418, 91, 2144]"
4819,"[1668, 773, 1929, 1295, 17, 19, 661, 1818, 285, 803, 1451, 1848, 1339, 1361, 2259, 2017, 737, 742, 999, 1004, 1016, 1402]","[780, 1317, 1451, 1687, 670, 382, 1696, 737, 765, 341]"
4820,"[2048, 2178, 2185, 2314, 1421, 1299, 157, 159, 2093, 1972, 309, 1347, 722, 85, 1496, 857, 605, 740, 1255, 231, 1001, 1383, 380]","[382, 780, 165, 541, 777, 856, 189, 740, 1907, 1669]"
4822,"[1177, 803, 746, 1451, 748, 2125, 2314, 1941, 823, 2302, 670]","[765, 541, 1776, 780, 478, 748, 670, 1810, 189, 22]"
4825,"[1281, 2185, 16, 791, 1817, 31, 930, 2339, 2087, 566, 186, 1220, 837, 1618, 91, 989, 1384, 2409, 1774, 1394, 1016]","[206, 382, 780, 1810, 341, 31, 379, 139, 740, 739]"
4827,"[2048, 1793, 1669, 1030, 778, 12, 1169, 1171, 795, 1181, 670, 801, 38, 823, 1977, 574, 195, 462, 2259, 218, 1756, 2271, 737, 742, 2023, 1515, 1773, 1906, 1656]","[737, 830, 541, 1451, 206, 1687, 218, 1347, 572, 1696]"
4828,"[1696, 2339, 1350, 778, 1004, 206, 2129, 794, 91, 1691, 797, 1183]","[206, 139, 1010, 830, 541, 165, 774, 777, 1810, 341]"
4830,"[1926, 1416, 784, 145, 662, 541, 669, 1451, 1202, 1971, 695, 2302, 578, 1219, 1361, 722, 2017, 2151, 2282, 1515, 382]","[191, 382, 830, 91, 2049, 1451, 1030, 189, 541, 667]"
4833,"[0, 1216, 290, 1209, 775, 263, 2281, 43, 2283, 2093, 2286, 751, 689, 1618, 1459, 850, 1206, 857]","[121, 817, 774, 1826, 765, 1004, 2090, 990, 359, 2165]"
4839,"[577, 2050, 1827, 737, 1859, 167, 393, 1650, 787, 1910, 1978]","[760, 577, 761, 154, 576, 690, 768, 737, 2270, 1872]"
4841,"[739, 1349, 1669, 1350, 903, 167, 1515, 748, 495, 624, 1842, 341, 566, 1818, 1627, 1276, 1085]","[541, 341, 206, 189, 478, 780, 784, 768, 670, 382]"
4843,"[577, 737, 740, 1669, 2090, 1647, 1810, 1173, 857, 478]","[1810, 737, 572, 1450, 478, 1827, 139, 1251, 154, 657]"
4845,"[773, 1293, 1555, 2068, 1429, 670, 1317, 165, 1208, 2112, 1225, 850, 1883, 738, 740, 1509, 231, 745, 1642, 1513, 237, 627, 380, 382]","[165, 740, 231, 1451, 670, 778, 379, 206, 382, 738]"
4848,"[768, 737, 801, 578, 674, 745, 2124, 1838, 1872, 594, 2299, 382]","[2049, 478, 750, 737, 2299, 1827, 768, 759, 2124, 661]"
4850,"[1600, 736, 803, 1322, 587, 780, 1296, 1968, 1171, 659, 2259, 2041, 763, 478]","[567, 1861, 760, 577, 761, 795, 478, 1855, 1910, 798]"
4852,"[1729, 705, 579, 1827, 101, 1668, 1647, 719, 1651, 2333]","[478, 737, 572, 577, 567, 541, 189, 576, 750, 101]"
4854,"[737, 578, 2409, 1225, 31, 341, 661, 572, 349, 574, 2303]","[541, 737, 2406, 760, 341, 478, 777, 1451, 31, 768]"
4857,"[0, 2339, 1156, 36, 165, 2248, 1554, 19, 1621, 341, 22, 1849, 828, 2046, 1919]","[592, 49, 495, 341, 2017, 986, 2333, 2171, 1451, 206]"
4861,"[2272, 1859, 68, 2181, 2123, 1292, 1810, 1650, 2230, 1403, 541, 574, 191]","[541, 478, 737, 738, 2049, 765, 189, 670, 768, 760]"
4862,"[1697, 2114, 2149, 231, 1737, 1231, 657, 1687, 1976, 383]","[1004, 1836, 806, 845, 1659, 26, 231, 1459, 2090, 1691]"
4863,"[382, 2307, 1925, 6, 1287, 778, 139, 781, 1294, 2192, 784, 1810, 786, 787, 148, 16, 791, 792, 1178, 1179, 155, 795, 670, 541, 31, 2076, 1570, 36, 806, 2087, 1450, 2221, 1326, 1584, 1842, 2358, 823, 1591, 1466, 321, 577, 706, 68, 204, 462, 721, 2259, 212, 2390, 726, 2008, 347, 989, 863, 2144, 225, 1249, 1380, 1257, 748, 2285, 2161, 1010, 2035, 1779, 2165, 753, 1400, 1275, 1020, 1278]","[1810, 670, 739, 31, 572, 139, 541, 740, 1225, 738]"
4864,"[1696, 738, 356, 165, 1509, 1383, 745, 1866, 657, 785, 2165, 1624, 1021]","[1584, 780, 1926, 165, 1784, 206, 1225, 739, 139, 1810]"
4865,"[2336, 130, 740, 165, 458, 2283, 781, 1939, 787, 695, 761, 26, 1755, 764, 189]","[2093, 777, 760, 2090, 2048, 761, 1861, 857, 189, 768]"
4866,"[1092, 828, 1383, 2184, 2090, 1419, 690, 889, 91, 1691]","[189, 830, 737, 541, 31, 382, 2049, 1810, 206, 777]"
4871,"[2017, 2082, 1669, 1925, 1927, 1420, 1810, 787, 22, 632, 1817, 989]","[2017, 1817, 989, 2409, 495, 191, 787, 830, 189, 2419]"
4875,"[1280, 769, 2050, 1795, 1667, 771, 2186, 1035, 1292, 782, 785, 19, 1178, 1311, 1322, 695, 577, 579, 1859, 589, 632, 364, 750, 760, 762, 1661, 766]","[2233, 478, 780, 784, 670, 760, 2090, 189, 1687, 578]"
4878,"[2049, 2178, 785, 2323, 1684, 1177, 1181, 1182, 1706, 2096, 695, 1600, 706, 838, 1760, 2153, 1004, 748, 1778, 762, 1659, 2046]","[760, 2125, 462, 2049, 777, 738, 780, 746, 1790, 1251]"
4880,"[16, 1938, 1174, 791, 1178, 667, 157, 1826, 806, 167, 2090, 688, 1202, 1459, 309, 1205, 2233, 1466, 954, 2259, 1499, 349, 478, 1248, 100, 742, 359, 1131, 1776, 1778, 1522, 245, 118, 765]","[541, 765, 2049, 2125, 478, 1010, 754, 688, 744, 1669]"
4883,"[7, 10, 1554, 791, 1049, 2207, 1317, 38, 304, 1079, 191, 2112, 326, 1866, 344, 351, 738, 1251, 231, 495, 1010, 627, 633, 506]","[1030, 206, 191, 351, 139, 1972, 26, 856, 1055, 1447]"
4884,"[1792, 1793, 1, 2052, 1415, 903, 777, 906, 1935, 1169, 1172, 669, 1182, 31, 432, 566, 568, 706, 1219, 1874, 723, 725, 218, 737, 2284, 1773, 752, 1651, 761, 380, 2302]","[1165, 1852, 574, 1170, 579, 583, 1390, 83, 661, 576]"
4885,"[1157, 1030, 7, 780, 16, 657, 914, 794, 1178, 1696, 801, 802, 418, 930, 38, 1068, 1206, 1975, 1207, 2237, 577, 1867, 2125, 722, 857, 1883, 91, 1889, 738, 1380, 231, 1261, 754, 1779, 2172, 765, 1023]","[206, 765, 780, 738, 31, 638, 1669, 341, 1206, 359]"
4886,"[2272, 1696, 769, 1636, 1931, 495, 784, 786, 1079, 1177, 26, 795]","[1451, 1810, 189, 830, 341, 31, 737, 541, 1669, 191]"
4893,"[780, 1296, 794, 1326, 2229, 1975, 695, 2235, 206, 1361, 2259, 1889, 1259, 1774, 1776, 753, 1777, 499, 1533, 382]","[1776, 765, 850, 688, 738, 1774, 627, 165, 1530, 1280]"
4894,"[1024, 2052, 777, 1421, 1422, 1178, 668, 31, 1450, 1581, 316, 572, 2110, 193, 578, 589, 2125, 1361, 344, 478, 864, 225, 1380, 1776, 754, 755, 758, 382]","[760, 478, 768, 2049, 784, 1810, 1451, 567, 572, 341]"
4895,"[140, 19, 1684, 795, 1182, 542, 165, 1451, 51, 1729, 1859, 1735, 586, 206, 850, 341, 1496, 2264, 349, 478, 742, 744, 495, 760]","[572, 737, 478, 760, 189, 1827, 577, 768, 750, 1310]"
4897,"[2052, 773, 1669, 6, 541, 165, 806, 1584, 1456, 1591, 186, 1215, 1861, 842, 1866, 2259, 341, 349, 740, 742, 624, 1655, 2047]","[1760, 1205, 1208, 777, 1004, 541, 2090, 738, 165, 1805]"
4898,"[2114, 1124, 2185, 745, 1259, 2125, 784, 2130, 594, 1779, 1459, 2135, 2268]","[165, 1776, 379, 765, 2237, 578, 1735, 1778, 1205, 1554]"
4900,"[1281, 1417, 1292, 1021, 1554, 1171, 274, 1183, 165, 2093, 1459, 1592, 828, 189, 574, 191, 2237, 1728, 578, 1859, 1220, 965, 840, 841, 585, 204, 212, 1622, 349, 353, 740, 232, 2031, 1649, 241, 2165, 1016, 1530, 379, 764, 765]","[765, 541, 578, 670, 738, 1554, 165, 379, 478, 780]"
